Pinar del Río,Pinar del Río,1
Pinar del Río,Artemisa,2
Pinar del Río,La Habana,0
Pinar del Río,Mayabeque,0
Pinar del Río,Matanzas,0
Pinar del Río,Villa Clara,0
Pinar del Río,Cienfuegos,0
Pinar del Río,Sancti Spíritus,0
Pinar del Río,Ciego de Ávila,0
Pinar del Río,Camagüey,0
Pinar del Río,Las Tunas,0
Pinar del Río,Holguín,0
Pinar del Río,Granma,0
Pinar del Río,Santiago de Cuba,0
Pinar del Río,Guantánamo,0
Pinar del Río,Isla de la Juventud,0
Artemisa,Pinar del Río,2
Artemisa,Artemisa,1
Artemisa,La Habana,2
Artemisa,Mayabeque,2
Artemisa,Matanzas,0
Artemisa,Villa Clara,0
Artemisa,Cienfuegos,0
Artemisa,Sancti Spíritus,0
Artemisa,Ciego de Ávila,0
Artemisa,Camagüey,0
Artemisa,Las Tunas,0
Artemisa,Holguín,0
Artemisa,Granma,0
Artemisa,Santiago de Cuba,0
Artemisa,Guantánamo,0
Artemisa,Isla de la Juventud,0
La Habana,Pinar del Río,0
La Habana,Artemisa,2
La Habana,La Habana,1
La Habana,Mayabeque,2
La Habana,Matanzas,0
La Habana,Villa Clara,0
La Habana,Cienfuegos,0
La Habana,Sancti Spíritus,0
La Habana,Ciego de Ávila,0
La Habana,Camagüey,0
La Habana,Las Tunas,0
La Habana,Holguín,0
La Habana,Granma,0
La Habana,Santiago de Cuba,0
La Habana,Guantánamo,0
La Habana,Isla de la Juventud,0
Mayabeque,Pinar del Río,0
Mayabeque,Artemisa,2
Mayabeque,La Habana,2
Mayabeque,Mayabeque,1
Mayabeque,Matanzas,2
Mayabeque,Villa Clara,0
Mayabeque,Cienfuegos,0
Mayabeque,Sancti Spíritus,0
Mayabeque,Ciego de Ávila,0
Mayabeque,Camagüey,0
Mayabeque,Las Tunas,0
Mayabeque,Holguín,0
Mayabeque,Granma,0
Mayabeque,Santiago de Cuba,0
Mayabeque,Guantánamo,0
Mayabeque,Isla de la Juventud,0
Matanzas,Pinar del Río,0
Matanzas,Artemisa,0
Matanzas,La Habana,0
Matanzas,Mayabeque,2
Matanzas,Matanzas,1
Matanzas,Villa Clara,2
Matanzas,Cienfuegos,2
Matanzas,Sancti Spíritus,0
Matanzas,Ciego de Ávila,0
Matanzas,Camagüey,0
Matanzas,Las Tunas,0
Matanzas,Holguín,0
Matanzas,Granma,0
Matanzas,Santiago de Cuba,0
Matanzas,Guantánamo,0
Matanzas,Isla de la Juventud,0
Villa Clara,Pinar del Río,0
Villa Clara,Artemisa,0
Villa Clara,La Habana,0
Villa Clara,Mayabeque,0
Villa Clara,Matanzas,2
Villa Clara,Villa Clara,1
Villa Clara,Cienfuegos,2
Villa Clara,Sancti Spíritus,2
Villa Clara,Ciego de Ávila,0
